row_type,model_alias,model_name,objective,dataset_family,readout,split,eval_split,metric_split,eval_scope,negative_budget_ratio,negative_budget_seed,k,scale_id,num_bank_correct,bank_size,num_eval,all_k_evaluated,metric_status,failure_reason,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,threshold,num_samples
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,repope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,32,k=32,1545,1545,1611,True,passed,,0.9677219118559901,0.5,0.0,0.0,0.0,0.9568757092810973,0.3943178984476094,0.40885379787442483,0.21153846153846154,0.14945477870429763,0.5,1611.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,1,k=1,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8432367627716411,0.1217984411903978,0.13148883365653813,0.1320754716981132,0.4380012338062924,0.5,1674.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,2,k=2,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8447848404781582,0.12200765877856411,0.13164943198321527,0.07547169811320754,0.4417026526835287,0.5,1674.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,4,k=4,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8531537718389532,0.12765642933087568,0.13737904345364396,0.09433962264150944,0.4213448488587292,0.5,1674.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,8,k=8,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8648167332068487,0.14518718627825297,0.15517685715193602,0.09433962264150944,0.3633559531153609,0.5,1674.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,16,k=16,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8753390057383632,0.16852805806665602,0.1760600771957156,0.09433962264150944,0.32140653917334977,0.5,1674.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,pope,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,32,k=32,1653,1653,1674,True,passed,,0.9683393070489845,0.5,0.0,0.0,0.0,0.8960227206592716,0.18504802708351586,0.19266819721612255,0.07547169811320754,0.3362122146822949,0.5,1674.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,dash-b,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,1,k=1,326,326,436,True,passed,,0.555045871559633,0.5,0.0,0.0,0.0,0.704396353412286,0.6247682003007011,0.627385442221774,0.07731958762886598,0.71900826446281,0.5,436.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,dash-b,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,2,k=2,326,326,436,True,passed,,0.555045871559633,0.5,0.0,0.0,0.0,0.6959401891454375,0.619116671186896,0.6216825210151614,0.08762886597938144,0.6776859504132231,0.5,436.0
scale_candidate,llava-onevision-qwen2-7b-ov-hf,llava-onevision-qwen2-7b-ov-hf,proxy_anchor,dash-b,Diag-kNN-scale-grid,test,test,test,pooled,0.5,20260507,4,k=4,326,326,436,True,passed,,0.555045871559633,0.5,0.0,0.0,0.0,0.6884638323251258,0.6210264671840792,0.6235697746075419,0.07731958762886598,0.7024793388429752,0.5,436.0
