model_name,dataset_family,variant,readout,eval_split,eval_scope,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
gemma-3-4b-it,repope,Sphere-Static,Diag-KNN,test,pooled,passed,,0.3754832657749276,0.3139515134161766,0.4523840911381373,0.8895847671484285,0.8665088875135664,0.9101573447396583,0.38415951171978824,0.06666666666666667,0.35925671025464556,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,repope,Raw-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.37241585290481977,0.31011474327690386,0.4477367257026306,0.895439320945171,0.8750184831221465,0.9139276516008704,0.38098122754853947,0.08,0.3372333103922918,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,repope,Sphere-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.3896469768670598,0.32694535506915273,0.4686193220712158,0.9018123422803397,0.8827158326936331,0.9192805039966223,0.39897168503932573,0.08666666666666667,0.29662766689607706,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,repope,Raw-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.12800572527616688,0.10057784854614753,0.16040376695619676,0.5696811195228264,0.5127565468475892,0.6223495038365637,0.13079981340843377,0.0,0.9463179628355127,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,repope,Sphere-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.2350697837751907,0.20153879190859214,0.277530565264444,0.8509704060564349,0.832404947865576,0.8702226088775253,0.23921545062886118,0.006666666666666667,0.24707501720578115,1603,1453,150,1438,3914,407,37,0
molmo-7b-d-0924,repope,Raw-Static,Diag-KNN,test,pooled,passed,,0.04849522908641739,0.03772399316807085,0.06154874044614056,0.5791766717601688,0.5327641794905766,0.6273022613200254,0.050511197287797814,0.0,0.7459070072036673,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,repope,Sphere-Static,Diag-KNN,test,pooled,passed,,0.06201091108855064,0.047767651963893806,0.08021838705345086,0.6584624899949065,0.613070054566085,0.7048822814227346,0.0653883412068952,0.0,0.6797642436149313,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,repope,Raw-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.112831683694041,0.08129248214046612,0.15967759281387198,0.7618151058720803,0.7187668043183507,0.810616320167601,0.12166681045339203,0.041666666666666664,0.5808775376555337,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,repope,Sphere-Traj-MeanPool,Diag-KNN,test,pooled,passed,,0.1050990965998035,0.07566527808113363,0.14538215048716419,0.7450156443280216,0.697193482241412,0.7972166317756763,0.1107153842978042,0.0,0.6155861165684349,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,repope,Raw-Traj-LSTM,Diag-KNN,test,pooled,passed,,0.12882322497509827,0.07217637328014972,0.20075003709553718,0.691588445026559,0.6446268060216275,0.7367244568046832,0.13489757984777806,0.08333333333333333,0.5225933202357563,1599,1527,72,1513,3988,202,41,0
