model_alias,model_name,dataset_family,encoder_family,objective,readout,support_family,eval_split,metric_split,eval_scope,negative_budget_ratio,negative_budget_seed,selected_k,selected_K,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,training_dataset_family,num_encoder_train_correct,num_encoder_train_hard_hallucination_available,num_encoder_train_hard_hallucination_used,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260506,32,,passed,,0.7600148094611343,0.7023737780619855,0.8136708725845987,0.7791005291005291,0.7320633306779591,0.8214946389724739,0.7607636855590356,0.1836734693877551,0.7942386831275721,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,mixture_vmf,test,test,pooled,0.5,20260506,8,8,passed,,0.5575150475161729,0.49446001582676535,0.6240163866110905,0.7220122616948014,0.6730453693046069,0.768285412140385,0.5605028614976812,0.01020408163265306,0.5843621399176955,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260507,,,passed,,0.8977224524513424,0.8584992869964297,0.931126075463115,0.9194066515495087,0.8938155358929297,0.9420322275101686,0.8955561524063373,0.3673469387755102,0.3168724279835391,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260507,32,,passed,,0.7790436142757848,0.7236028173082497,0.8286564693151893,0.8002225581590661,0.7566216341643655,0.8375926941406716,0.7796891117732467,0.23469387755102042,0.6419753086419753,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,mixture_vmf,test,test,pooled,0.5,20260507,2,2,passed,,0.6061335581172319,0.5405251329298875,0.6764374656393075,0.6987696313093139,0.6488309471299215,0.7463492597464942,0.6076202769557904,0.09183673469387756,0.6584362139917695,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260508,,,passed,,0.9013590369767195,0.8629598503735244,0.9359266301586705,0.9216637272192829,0.8968699232158067,0.9458745009975648,0.8992113123586014,0.33163265306122447,0.31275720164609055,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260508,32,,passed,,0.7456715612948636,0.6861534081382261,0.7982188696246131,0.7627026119089612,0.7166240432821762,0.8055976489202129,0.7464423555640869,0.19387755102040816,0.6872427983539094,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-3-12b-it,gemma-3-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,single_vmf,test,test,pooled,0.5,20260508,1,1,passed,,0.5363527616677839,0.4707041783186068,0.6062570541436391,0.7008902326362644,0.6462945753523419,0.7524118977773793,0.5393649941793158,0.00510204081632653,0.5720164609053497,439,243,196,326,repope,3553,425,212,3765,212,4,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260506,,,passed,,0.1643958110867937,0.1320054616167018,0.20104802636138033,0.3471526335084932,0.2926327109231049,0.4036799545945578,0.16640734485433864,0.0,0.9910179640718563,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260506,32,,passed,,0.2820161205159366,0.21876299331415333,0.35149111950457806,0.6023463277526581,0.5468918631463481,0.6582275204043078,0.28547761494492485,0.04081632653061224,0.7544910179640718,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,single_vmf,test,test,pooled,0.5,20260506,1,1,passed,,0.18299458691016457,0.1432136359428282,0.245485243910174,0.3402022485640963,0.2771480792106169,0.4029938778692455,0.18913413661524725,0.04081632653061224,0.9700598802395209,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260507,,,passed,,0.32398195280294917,0.25246388768535455,0.40591247154619975,0.6215935475986802,0.5640167250415723,0.6724772995634076,0.3279397574477313,0.04081632653061224,0.6736526946107785,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260507,1,,passed,,0.3066709415636555,0.24553540673492943,0.38347452400725046,0.6622265672736161,0.6033556310882479,0.7167702349075233,0.3114202821859158,0.0,0.6976047904191617,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,single_vmf,test,test,pooled,0.5,20260507,1,1,passed,,0.22033756420338946,0.17839207424650166,0.27043747529166984,0.5180862764267384,0.45062422529274304,0.5785876897828555,0.22358430916262192,0.0,0.9760479041916168,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-Classifier,classifier_control,test,test,pooled,0.5,20260508,,,passed,,0.27762311631618336,0.20441426902127663,0.3569639382362663,0.544971281925944,0.48346886268503825,0.6085528228886864,0.28183673953963617,0.030612244897959183,0.9550898203592815,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-selected,nonparametric_knn,test,test,pooled,0.5,20260508,32,,passed,,0.2782229992456094,0.21607193600551816,0.3497515800436622,0.6155138702187462,0.5602885819321004,0.6760053110185841,0.2835444816485969,0.0,0.7664670658682635,432,334,98,397,repope,2926,64,32,2958,32,11,0
gemma-4-12b-it,gemma-4-12b-it,dash-b,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF-selected,single_vmf,test,test,pooled,0.5,20260508,1,1,passed,,0.24250943142298503,0.18987968932786703,0.3030175875610863,0.5417023096663816,0.4767805053549668,0.6053450419241208,0.24699898039031914,0.0,0.9281437125748503,432,334,98,397,repope,2926,64,32,2958,32,11,0
