epoch,train_loss,val_f1,val_loss,val_pr_auc
1.0,1.3736113849347524,0.41624365482233505,1.1819118354198221,0.21063402604013964
2.0,1.3592478643741548,0.3855421686746988,1.1566681744480072,0.20344881762612613
3.0,1.3580647734332756,0.36363636363636365,1.194417980141546,0.19751462114252888
4.0,1.3354342979484852,0.3780487804878049,1.1737423846999477,0.19646891504787706
5.0,1.3471099143977956,0.3584905660377358,1.1712993500049995,0.19985208986985092
6.0,1.3430555015957766,0.36018957345971564,1.1548523546171159,0.19894850372496478
7.0,1.3399519134487674,0.3541666666666667,1.196045100009464,0.19903990926991225
8.0,1.3403102928207367,0.3627450980392157,1.2090928039269933,0.19938784172594015
9.0,1.333327340035543,0.35714285714285715,1.161184279430962,0.19478554370999018
10.0,1.3336536069856073,0.3557692307692308,1.2015637363566107,0.19408457656601896
11.0,1.3356727958222747,0.36097560975609755,1.1873562283120327,0.19521147751451987
12.0,1.3237036865122997,0.35359116022099446,1.190353475883839,0.1939123409959317
13.0,1.3227170634940966,0.3490566037735849,1.2242236460516014,0.19280438638712313
14.0,1.3172967083138396,0.3490566037735849,1.1263425720500524,0.19338018788674538
15.0,1.3097898214962236,0.3469387755102041,1.2021426042097139,0.19528710927785467
16.0,1.2990060139249338,0.3492063492063492,1.1409602216559924,0.19565377613046245
17.0,1.2692677994838473,0.35353535353535354,1.1168403293680285,0.19550469923403765
18.0,1.2049065327370876,0.35714285714285715,1.5791640755041556,0.19662225773329417
19.0,1.1403720135733533,0.35353535353535354,0.9665164823695177,0.19552867508592658
20.0,1.0229916817204672,0.35353535353535354,0.699207678654286,0.1954543810682402
21.0,0.8988000301424729,0.35175879396984927,0.6437251878698239,0.19416744473686268
