model_alias,model_name,dataset_family,encoder_family,objective,readout,eval_split,metric_split,eval_scope,selected_k,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
phi-3.5-vision-instruct,phi-3.5-vision-instruct,repope,Sphere-Traj-LSTM,bce,Diag-kNN-tuned,test,test,pooled,1,passed,,0.0956032284711839,0.06845701448493911,0.12723954365014653,0.829194150372057,0.8010136286641566,0.8577941274645373,0.10088720095484104,0.0,0.3219877467665078,1527,1469,58,1475,3764,116,113,0
phi-3.5-vision-instruct,phi-3.5-vision-instruct,repope,Sphere-Traj-LSTM,supcon,Diag-kNN-tuned,test,test,pooled,32,passed,,0.15267170884246484,0.10045099594140207,0.2246463036855419,0.8450036384122439,0.8052344433710739,0.8805645987291817,0.16474239138741906,0.034482758620689655,0.5159972770592239,1527,1469,58,1475,3764,116,113,0
phi-3.5-vision-instruct,phi-3.5-vision-instruct,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-tuned,test,test,pooled,16,passed,,0.4445867775713527,0.31710350758983047,0.5700840366262027,0.9333348982418254,0.912079811479473,0.953714614544403,0.45833134578524315,0.3103448275862069,0.21443158611300203,1527,1469,58,1475,3764,116,113,0
gemma-3-4b-it,gemma-3-4b-it,repope,Sphere-Traj-LSTM,bce,Diag-kNN-tuned,test,test,pooled,32,passed,,0.23283738022910383,0.19899184013880175,0.2712962271350963,0.8538976829548062,0.8367736562829835,0.8715967853746414,0.2366396568782168,0.0,0.19545767377838955,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,gemma-3-4b-it,repope,Sphere-Traj-LSTM,supcon,Diag-kNN-tuned,test,test,pooled,32,passed,,0.6525096949974828,0.5814894268868075,0.7217430051207769,0.9400642349162652,0.9262434374307298,0.9533345329959706,0.6542392477904895,0.36,0.20922229869236064,1603,1453,150,1438,3914,407,37,0
gemma-3-4b-it,gemma-3-4b-it,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-tuned,test,test,pooled,32,passed,,0.4915926280313784,0.4116006255164367,0.5744999351044296,0.8980087175957789,0.8783146385271667,0.9174679837763652,0.4944286944684135,0.24666666666666667,0.3496214728148658,1603,1453,150,1438,3914,407,37,0
molmo-7b-d-0924,molmo-7b-d-0924,repope,Sphere-Traj-LSTM,bce,Diag-kNN-tuned,test,test,pooled,32,passed,,0.20523736806794768,0.1589898510086168,0.2608397447526706,0.9159663101215164,0.8997434986819943,0.9315350651950478,0.21069072772111216,0.0,0.1807465618860511,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,molmo-7b-d-0924,repope,Sphere-Traj-LSTM,supcon,Diag-kNN-tuned,test,test,pooled,32,passed,,0.20913875951687272,0.14023875284002613,0.28844600743292953,0.8386360328894711,0.79894499197354,0.8742510359618271,0.21352472398135613,0.08333333333333333,0.44597249508840864,1599,1527,72,1513,3988,202,41,0
molmo-7b-d-0924,molmo-7b-d-0924,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-tuned,test,test,pooled,32,passed,,0.35223350326002767,0.2551894382675652,0.4553981391667769,0.927071963908899,0.9074965404991256,0.9454482557619884,0.35769891828508715,0.1388888888888889,0.23772102161100198,1599,1527,72,1513,3988,202,41,0
minicpm-v-4_5,minicpm-v-4_5,repope,Sphere-Traj-LSTM,bce,Diag-kNN-tuned,test,test,pooled,4,passed,,0.252251577469017,0.13503804260549535,0.4051279633376493,0.9329896907216495,0.9116019949168481,0.9523183871647384,0.27572659293950647,0.2972972972972973,0.16172680412371135,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,minicpm-v-4_5,repope,Sphere-Traj-LSTM,supcon,Diag-kNN-tuned,test,test,pooled,8,passed,,0.19274765985422287,0.08866285101242946,0.3157129504586436,0.8854834215658958,0.8472526415992075,0.921998248165369,0.20380932444493993,0.1891891891891892,0.2603092783505155,1589,1552,37,1530,3939,104,51,0
minicpm-v-4_5,minicpm-v-4_5,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-tuned,test,test,pooled,16,passed,,0.404712422297329,0.2567714344382136,0.5449411394748453,0.9608874338255782,0.9449031452638765,0.9753083817846815,0.4141939062505704,0.16216216216216217,0.14239690721649484,1589,1552,37,1530,3939,104,51,0
llava-v1.5-7b,llava-v1.5-7b,repope,Sphere-Traj-LSTM,bce,Diag-kNN-tuned,test,test,pooled,1,passed,,0.22580538072582504,0.1851235831393175,0.2743137415643367,0.8671397772188286,0.8477472837626157,0.885601707742932,0.23164331817060685,0.0,0.24932065217391305,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,llava-v1.5-7b,repope,Sphere-Traj-LSTM,supcon,Diag-kNN-tuned,test,test,pooled,8,passed,,0.3088468255195921,0.22857922612911039,0.3994812539509474,0.7118610761767876,0.6651091549603882,0.7604490198333278,0.3119833045630969,0.19008264462809918,0.75,1593,1472,121,1461,3935,302,47,0
llava-v1.5-7b,llava-v1.5-7b,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-tuned,test,test,pooled,32,passed,,0.24057842230177984,0.16579060369195087,0.32259532123609835,0.5847893460294646,0.5238301082272278,0.6426396601030665,0.24677385402956453,0.15702479338842976,0.9463315217391305,1593,1472,121,1461,3935,302,47,0
qwen2.5-vl-7b,qwen2.5-vl-7b,repope,Sphere-Traj-LSTM,bce,Diag-kNN-tuned,test,test,pooled,32,passed,,0.19556911869939692,0.074077520990087,0.36548209871594045,0.9362635421573245,0.9142115327809932,0.9570167705278593,0.2215434919099838,0.22727272727272727,0.14443005181347152,1566,1544,22,1531,3895,101,74,0
qwen2.5-vl-7b,qwen2.5-vl-7b,repope,Sphere-Traj-LSTM,supcon,Diag-kNN-tuned,test,test,pooled,8,passed,,0.0504472336949718,0.020023282872517218,0.11352948102863902,0.7405793688177108,0.6393568911697783,0.8324030483779012,0.06211761974564188,0.13636363636363635,0.7933937823834197,1566,1544,22,1531,3895,101,74,0
qwen2.5-vl-7b,qwen2.5-vl-7b,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-kNN-tuned,test,test,pooled,32,passed,,0.17038582351757267,0.04244057462321861,0.33326128315691106,0.8657560056523788,0.8117658726582189,0.9169596563175962,0.1794531061894988,0.13636363636363635,0.3180051813471503,1566,1544,22,1531,3895,101,74,0
