model_alias,model_name,dataset_family,encoder_family,objective,readout,eval_split,metric_split,eval_scope,selected_k,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,num_encoder_train,num_encoder_train_hallucination,num_excluded_false_negative,num_excluded_parsed_none
gemma-4-12b-it,gemma-4-12b-it,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.20029172453041152,0.11348257642279472,0.31759340139336145,0.9359887737478411,0.8901976771075907,0.9690470572870032,0.2382916092928363,0.16666666666666666,0.22107081174438686,1182,1158,24,1138,2990,64,44,414
qwen3.5-4b,qwen3.5-4b,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.3098520359251988,0.17539818055314382,0.45920248506788025,0.9600510529674537,0.9457668285311813,0.9731222230745175,0.3208305950877275,0.26666666666666666,0.11933631142310147,1597,1567,30,1548,3936,84,43,0
qwen3.5-4b,qwen3.5-4b,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.012985578515866,0.008548393583619496,0.018234036076224442,0.3275473303552435,0.28065996807026744,0.37267561008490896,0.013890293311639943,0.0,0.799617102744097,1597,1567,30,1548,3936,84,43,0
qwen3.5-4b,qwen3.5-4b,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.3121352341797579,0.17737878482094602,0.47063230167547704,0.9656243352478195,0.9520608445665991,0.978963629874294,0.3308606360138667,0.26666666666666666,0.11742182514358647,1597,1567,30,1548,3936,84,43,0
qwen3.5-9b,qwen3.5-9b,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.3017542825273429,0.16670604565580466,0.4781385611039214,0.9756309148264984,0.9618485164097589,0.9870175794447861,0.32919354572276127,0.375,0.07066246056782334,1609,1585,24,1554,3999,114,31,0
qwen3.5-9b,qwen3.5-9b,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.02212540283914808,0.012709902818138278,0.03480041101428926,0.684963196635121,0.6107385784123214,0.7594585009701535,0.024044354806884244,0.0,0.6094637223974764,1609,1585,24,1554,3999,114,31,0
qwen3.5-9b,qwen3.5-9b,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.2219788437711117,0.12410728197069479,0.35524580857409055,0.9433228180862251,0.8768373997481503,0.9810934550031466,0.23950170546173544,0.2916666666666667,0.1362776025236593,1609,1585,24,1554,3999,114,31,0
phi-4-multimodal-instruct,phi-4-multimodal-instruct,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.3496340903135253,0.2311180140954076,0.47399496397681784,0.8819417431297624,0.8129842237833567,0.9430337291785545,0.35672702064230527,0.10344827586206896,0.8725945587259456,1565,1507,58,1496,3916,197,75,0
phi-4-multimodal-instruct,phi-4-multimodal-instruct,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.04454307939037351,0.02770507387616455,0.0781000949577445,0.49414227856211246,0.4152215029150081,0.5720903721532772,0.0500138191106366,0.034482758620689655,0.9767750497677505,1565,1507,58,1496,3916,197,75,0
phi-4-multimodal-instruct,phi-4-multimodal-instruct,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.4096082947029981,0.2756675262661294,0.5458161244823886,0.9164016200260853,0.867572432606276,0.9540137885751807,0.417302749691986,0.2413793103448276,0.2534837425348374,1565,1507,58,1496,3916,197,75,0
phi-3.5-vision-instruct,phi-3.5-vision-instruct,repope,Sphere-Traj-LSTM,bce,Diag-vMF,test,test,pooled,,passed,,0.4988454026270056,0.3628136680263821,0.6222004567125112,0.9454238163423394,0.9075987209956781,0.9716970184334087,0.506865349522681,0.3448275862068966,0.15520762423417292,1527,1469,58,1475,3764,116,113,0
phi-3.5-vision-instruct,phi-3.5-vision-instruct,repope,Sphere-Traj-LSTM,supcon,Diag-vMF,test,test,pooled,,passed,,0.02401632660149219,0.01798268139235521,0.030756126517564084,0.27698880307973994,0.22493128269543428,0.3294537735437736,0.024948730396575018,0.0,0.943498978897209,1527,1469,58,1475,3764,116,113,0
phi-3.5-vision-instruct,phi-3.5-vision-instruct,repope,Sphere-Traj-LSTM,proxy_anchor,Diag-vMF,test,test,pooled,,passed,,0.47248451438129146,0.34528022763323757,0.5982106642450875,0.9346376845613953,0.8981021332602606,0.9637802892223656,0.4871773588282253,0.3103448275862069,0.3567052416609939,1527,1469,58,1475,3764,116,113,0
