epoch,loss,model_alias,objective
20.0,15.870979264272002,phi-4-multimodal-instruct,proxy_anchor
1.0,0.980319140568043,phi-3.5-vision-instruct,bce
2.0,0.7047924033893662,phi-3.5-vision-instruct,bce
3.0,0.5700572104560455,phi-3.5-vision-instruct,bce
4.0,0.5118256973916235,phi-3.5-vision-instruct,bce
5.0,0.40115685477520274,phi-3.5-vision-instruct,bce
6.0,0.3495164409549026,phi-3.5-vision-instruct,bce
7.0,0.28124047044613154,phi-3.5-vision-instruct,bce
8.0,0.3390617112487586,phi-3.5-vision-instruct,bce
9.0,0.285528870242055,phi-3.5-vision-instruct,bce
10.0,0.31703629364496083,phi-3.5-vision-instruct,bce
11.0,0.39839391909167565,phi-3.5-vision-instruct,bce
12.0,0.3594905585525646,phi-3.5-vision-instruct,bce
1.0,5.523558464617835,phi-3.5-vision-instruct,supcon
2.0,5.519173406262453,phi-3.5-vision-instruct,supcon
3.0,5.512312362601983,phi-3.5-vision-instruct,supcon
4.0,5.506633747396763,phi-3.5-vision-instruct,supcon
5.0,5.489245858633303,phi-3.5-vision-instruct,supcon
6.0,5.5142562320964625,phi-3.5-vision-instruct,supcon
7.0,5.492446769690032,phi-3.5-vision-instruct,supcon
8.0,5.473697388210155,phi-3.5-vision-instruct,supcon
9.0,5.470839041832529,phi-3.5-vision-instruct,supcon
10.0,5.469224322234913,phi-3.5-vision-instruct,supcon
11.0,5.453828391562613,phi-3.5-vision-instruct,supcon
12.0,5.436283023400464,phi-3.5-vision-instruct,supcon
13.0,5.428366543002641,phi-3.5-vision-instruct,supcon
14.0,5.446741022034988,phi-3.5-vision-instruct,supcon
15.0,5.524242090494803,phi-3.5-vision-instruct,supcon
16.0,5.524331369004772,phi-3.5-vision-instruct,supcon
17.0,5.524334278674232,phi-3.5-vision-instruct,supcon
18.0,5.524333977167209,phi-3.5-vision-instruct,supcon
1.0,12.941947820462785,phi-3.5-vision-instruct,proxy_anchor
2.0,11.713706417874246,phi-3.5-vision-instruct,proxy_anchor
3.0,10.952182346145355,phi-3.5-vision-instruct,proxy_anchor
4.0,10.85463222864457,phi-3.5-vision-instruct,proxy_anchor
5.0,10.494195761766749,phi-3.5-vision-instruct,proxy_anchor
6.0,8.659281693660237,phi-3.5-vision-instruct,proxy_anchor
7.0,9.236398084257411,phi-3.5-vision-instruct,proxy_anchor
8.0,7.417531175137073,phi-3.5-vision-instruct,proxy_anchor
9.0,6.187798877071498,phi-3.5-vision-instruct,proxy_anchor
10.0,12.210097060573469,phi-3.5-vision-instruct,proxy_anchor
11.0,9.455202708715587,phi-3.5-vision-instruct,proxy_anchor
12.0,6.610576627358367,phi-3.5-vision-instruct,proxy_anchor
13.0,5.736471769026818,phi-3.5-vision-instruct,proxy_anchor
14.0,4.657385271743304,phi-3.5-vision-instruct,proxy_anchor
15.0,10.367575397146876,phi-3.5-vision-instruct,proxy_anchor
16.0,5.707649409834308,phi-3.5-vision-instruct,proxy_anchor
17.0,2.6742688460507122,phi-3.5-vision-instruct,proxy_anchor
18.0,6.018635566062299,phi-3.5-vision-instruct,proxy_anchor
19.0,5.578185973334642,phi-3.5-vision-instruct,proxy_anchor
20.0,2.7965483349638096,phi-3.5-vision-instruct,proxy_anchor
1.0,0.8852279468281998,gemma-3-4b-it,bce
2.0,0.49963686426013604,gemma-3-4b-it,bce
3.0,0.45831128109701447,gemma-3-4b-it,bce
4.0,0.45998741371874063,gemma-3-4b-it,bce
5.0,0.43174762404811706,gemma-3-4b-it,bce
6.0,0.4177388280980369,gemma-3-4b-it,bce
7.0,0.39264647995383994,gemma-3-4b-it,bce
8.0,0.4587007035207675,gemma-3-4b-it,bce
9.0,0.38538930439863756,gemma-3-4b-it,bce
10.0,0.3931236622829369,gemma-3-4b-it,bce
11.0,0.3691583660773373,gemma-3-4b-it,bce
12.0,0.352164854245583,gemma-3-4b-it,bce
13.0,0.35037267090839336,gemma-3-4b-it,bce
14.0,0.32500506082419295,gemma-3-4b-it,bce
15.0,0.3329213379473484,gemma-3-4b-it,bce
16.0,0.33887895212285546,gemma-3-4b-it,bce
17.0,0.3352554228821152,gemma-3-4b-it,bce
18.0,0.29226692988669073,gemma-3-4b-it,bce
19.0,0.36813529468520784,gemma-3-4b-it,bce
20.0,0.3006230202571555,gemma-3-4b-it,bce
1.0,5.487685530540221,gemma-3-4b-it,supcon
2.0,5.4634232221358765,gemma-3-4b-it,supcon
3.0,5.445866211251331,gemma-3-4b-it,supcon
4.0,5.436493775889651,gemma-3-4b-it,supcon
5.0,5.4353914360763715,gemma-3-4b-it,supcon
6.0,5.432624970398573,gemma-3-4b-it,supcon
7.0,5.413132109810152,gemma-3-4b-it,supcon
8.0,5.412021663277869,gemma-3-4b-it,supcon
9.0,5.418666928047176,gemma-3-4b-it,supcon
10.0,5.402229295680884,gemma-3-4b-it,supcon
11.0,5.389410438011298,gemma-3-4b-it,supcon
12.0,5.3855886332648835,gemma-3-4b-it,supcon
13.0,5.385094192847952,gemma-3-4b-it,supcon
14.0,5.379468214408317,gemma-3-4b-it,supcon
15.0,5.369438285174636,gemma-3-4b-it,supcon
16.0,5.361475674303198,gemma-3-4b-it,supcon
17.0,5.3573996904984265,gemma-3-4b-it,supcon
18.0,5.352191393632455,gemma-3-4b-it,supcon
19.0,5.361989038600932,gemma-3-4b-it,supcon
20.0,5.351900795862026,gemma-3-4b-it,supcon
1.0,13.925387372761035,gemma-3-4b-it,proxy_anchor
2.0,13.300425289233972,gemma-3-4b-it,proxy_anchor
3.0,12.94232225588651,gemma-3-4b-it,proxy_anchor
4.0,12.634039040664415,gemma-3-4b-it,proxy_anchor
5.0,12.35818570623851,gemma-3-4b-it,proxy_anchor
6.0,12.558891521038666,gemma-3-4b-it,proxy_anchor
7.0,12.210259775269927,gemma-3-4b-it,proxy_anchor
8.0,11.822527218790887,gemma-3-4b-it,proxy_anchor
9.0,11.6963874366616,gemma-3-4b-it,proxy_anchor
10.0,11.608502032748277,gemma-3-4b-it,proxy_anchor
11.0,11.56219838015206,gemma-3-4b-it,proxy_anchor
12.0,11.79059806964077,gemma-3-4b-it,proxy_anchor
13.0,10.752598091967567,gemma-3-4b-it,proxy_anchor
14.0,11.64002527871422,gemma-3-4b-it,proxy_anchor
15.0,10.977199055677053,gemma-3-4b-it,proxy_anchor
16.0,10.265557441165633,gemma-3-4b-it,proxy_anchor
17.0,11.231906521484811,gemma-3-4b-it,proxy_anchor
18.0,11.320087217468355,gemma-3-4b-it,proxy_anchor
19.0,10.175203290226877,gemma-3-4b-it,proxy_anchor
20.0,10.970254824974127,gemma-3-4b-it,proxy_anchor
1.0,0.881665309220403,molmo-7b-d-0924,bce
2.0,0.5142451352556586,molmo-7b-d-0924,bce
3.0,0.45814100416039033,molmo-7b-d-0924,bce
4.0,0.3945134512280509,molmo-7b-d-0924,bce
5.0,0.4130145001076648,molmo-7b-d-0924,bce
6.0,0.48639107566539835,molmo-7b-d-0924,bce
7.0,0.3846698935436031,molmo-7b-d-0924,bce
8.0,0.3752998581068327,molmo-7b-d-0924,bce
9.0,0.3675808734975105,molmo-7b-d-0924,bce
10.0,0.28413336248012816,molmo-7b-d-0924,bce
11.0,0.34417126679731347,molmo-7b-d-0924,bce
12.0,0.35445643953956596,molmo-7b-d-0924,bce
13.0,0.28194605174251164,molmo-7b-d-0924,bce
14.0,0.2588392731359036,molmo-7b-d-0924,bce
15.0,0.2408653915002232,molmo-7b-d-0924,bce
16.0,0.2823112297993725,molmo-7b-d-0924,bce
17.0,0.20149847664828285,molmo-7b-d-0924,bce
18.0,0.19717082660925483,molmo-7b-d-0924,bce
19.0,0.2670513111817741,molmo-7b-d-0924,bce
20.0,0.23196767283269132,molmo-7b-d-0924,bce
1.0,5.515655703147651,molmo-7b-d-0924,supcon
2.0,5.505990236429656,molmo-7b-d-0924,supcon
3.0,5.499714122014634,molmo-7b-d-0924,supcon
4.0,5.482051807755573,molmo-7b-d-0924,supcon
5.0,5.52051416012564,molmo-7b-d-0924,supcon
6.0,5.5207628591608255,molmo-7b-d-0924,supcon
7.0,5.520734538285878,molmo-7b-d-0924,supcon
8.0,5.52049963596233,molmo-7b-d-0924,supcon
9.0,5.516000269886962,molmo-7b-d-0924,supcon
1.0,13.099369376210296,molmo-7b-d-0924,proxy_anchor
2.0,12.339148260286843,molmo-7b-d-0924,proxy_anchor
3.0,11.576487201625628,molmo-7b-d-0924,proxy_anchor
4.0,11.31648210010892,molmo-7b-d-0924,proxy_anchor
5.0,10.882753462107514,molmo-7b-d-0924,proxy_anchor
6.0,10.079790531453062,molmo-7b-d-0924,proxy_anchor
7.0,11.425483030206342,molmo-7b-d-0924,proxy_anchor
8.0,9.953340438567288,molmo-7b-d-0924,proxy_anchor
9.0,9.525024933465865,molmo-7b-d-0924,proxy_anchor
10.0,8.153258139534724,molmo-7b-d-0924,proxy_anchor
11.0,13.623285217055585,molmo-7b-d-0924,proxy_anchor
12.0,11.602291459185908,molmo-7b-d-0924,proxy_anchor
13.0,10.674703821853745,molmo-7b-d-0924,proxy_anchor
14.0,8.104472346387153,molmo-7b-d-0924,proxy_anchor
15.0,8.683931522885919,molmo-7b-d-0924,proxy_anchor
16.0,8.196780878179888,molmo-7b-d-0924,proxy_anchor
17.0,6.340766101806548,molmo-7b-d-0924,proxy_anchor
18.0,9.508009942149446,molmo-7b-d-0924,proxy_anchor
19.0,5.247452840164169,molmo-7b-d-0924,proxy_anchor
20.0,10.769847251945656,molmo-7b-d-0924,proxy_anchor
1.0,0.8717097724473667,minicpm-v-4_5,bce
2.0,0.4804660762270322,minicpm-v-4_5,bce
3.0,0.426416744538811,minicpm-v-4_5,bce
4.0,0.39742280699844196,minicpm-v-4_5,bce
5.0,0.3879512039938382,minicpm-v-4_5,bce
6.0,0.4867471599902681,minicpm-v-4_5,bce
7.0,0.3440700970225057,minicpm-v-4_5,bce
8.0,0.34616942037541,minicpm-v-4_5,bce
9.0,0.31136101977599395,minicpm-v-4_5,bce
10.0,0.3794471995347525,minicpm-v-4_5,bce
11.0,0.3366924230974923,minicpm-v-4_5,bce
12.0,0.312009919360072,minicpm-v-4_5,bce
13.0,0.32674893032448277,minicpm-v-4_5,bce
14.0,0.2938475179760006,minicpm-v-4_5,bce
15.0,0.33907207105933906,minicpm-v-4_5,bce
16.0,0.4411363281190441,minicpm-v-4_5,bce
17.0,0.3060635620755089,minicpm-v-4_5,bce
18.0,0.2548888835258731,minicpm-v-4_5,bce
19.0,0.24825676127901292,minicpm-v-4_5,bce
20.0,0.25485390930891216,minicpm-v-4_5,bce
1.0,5.514287582657972,minicpm-v-4_5,supcon
2.0,5.510002945243601,minicpm-v-4_5,supcon
3.0,5.509366939745146,minicpm-v-4_5,supcon
4.0,5.506065012023182,minicpm-v-4_5,supcon
5.0,5.495519728610951,minicpm-v-4_5,supcon
6.0,5.507657092487367,minicpm-v-4_5,supcon
7.0,5.513396632704646,minicpm-v-4_5,supcon
8.0,5.506458947427928,minicpm-v-4_5,supcon
9.0,5.500728887299894,minicpm-v-4_5,supcon
10.0,5.50164235440206,minicpm-v-4_5,supcon
1.0,12.394492816368194,minicpm-v-4_5,proxy_anchor
2.0,11.547936607781145,minicpm-v-4_5,proxy_anchor
3.0,11.038174523893241,minicpm-v-4_5,proxy_anchor
4.0,10.272220487490497,minicpm-v-4_5,proxy_anchor
5.0,9.7915010182317,minicpm-v-4_5,proxy_anchor
6.0,9.49408281669607,minicpm-v-4_5,proxy_anchor
7.0,8.620704246553924,minicpm-v-4_5,proxy_anchor
8.0,10.57370400483247,minicpm-v-4_5,proxy_anchor
9.0,9.899984214111583,minicpm-v-4_5,proxy_anchor
10.0,7.794714751779867,minicpm-v-4_5,proxy_anchor
11.0,11.843921314462486,minicpm-v-4_5,proxy_anchor
12.0,8.306155915973331,minicpm-v-4_5,proxy_anchor
13.0,7.838675978825945,minicpm-v-4_5,proxy_anchor
14.0,8.106591681049208,minicpm-v-4_5,proxy_anchor
15.0,6.842464007474113,minicpm-v-4_5,proxy_anchor
16.0,6.2028737725053045,minicpm-v-4_5,proxy_anchor
17.0,5.6924429476699965,minicpm-v-4_5,proxy_anchor
18.0,10.99933675437689,minicpm-v-4_5,proxy_anchor
19.0,7.673087323429198,minicpm-v-4_5,proxy_anchor
20.0,4.4295609969117065,minicpm-v-4_5,proxy_anchor
1.0,0.8811437341733688,llava-v1.5-7b,bce
2.0,0.5745675251929248,llava-v1.5-7b,bce
3.0,0.6253519838616688,llava-v1.5-7b,bce
4.0,0.47749183904261266,llava-v1.5-7b,bce
5.0,0.5020460487093678,llava-v1.5-7b,bce
6.0,0.5748718707806879,llava-v1.5-7b,bce
7.0,0.5072991208396994,llava-v1.5-7b,bce
8.0,0.4655696463706078,llava-v1.5-7b,bce
9.0,0.45076540540406784,llava-v1.5-7b,bce
10.0,0.5194584495836474,llava-v1.5-7b,bce
11.0,0.4924327838526899,llava-v1.5-7b,bce
12.0,0.4210186359842972,llava-v1.5-7b,bce
13.0,0.4298453663779941,llava-v1.5-7b,bce
14.0,0.4835790364533246,llava-v1.5-7b,bce
15.0,0.39982740507949865,llava-v1.5-7b,bce
16.0,0.3863607308158729,llava-v1.5-7b,bce
17.0,0.42515290140954176,llava-v1.5-7b,bce
18.0,0.36917802561192836,llava-v1.5-7b,bce
19.0,0.38602359940923914,llava-v1.5-7b,bce
20.0,0.43354760479593824,llava-v1.5-7b,bce
1.0,5.5084758913653324,llava-v1.5-7b,supcon
2.0,5.493523166685577,llava-v1.5-7b,supcon
3.0,5.495158787452281,llava-v1.5-7b,supcon
4.0,5.4884458360102455,llava-v1.5-7b,supcon
5.0,5.478847388906128,llava-v1.5-7b,supcon
6.0,5.496158123864607,llava-v1.5-7b,supcon
7.0,5.479001524730134,llava-v1.5-7b,supcon
8.0,5.471437298509338,llava-v1.5-7b,supcon
9.0,5.479820078058498,llava-v1.5-7b,supcon
10.0,5.486715857349478,llava-v1.5-7b,supcon
11.0,5.470211920320154,llava-v1.5-7b,supcon
12.0,5.467229255181861,llava-v1.5-7b,supcon
13.0,5.466665488246738,llava-v1.5-7b,supcon
14.0,5.451878615528383,llava-v1.5-7b,supcon
15.0,5.441313080866425,llava-v1.5-7b,supcon
16.0,5.457383616179644,llava-v1.5-7b,supcon
17.0,5.493880734207367,llava-v1.5-7b,supcon
18.0,5.516862973112618,llava-v1.5-7b,supcon
19.0,5.5164703490319065,llava-v1.5-7b,supcon
20.0,5.510067029344687,llava-v1.5-7b,supcon
1.0,13.63506029945771,llava-v1.5-7b,proxy_anchor
2.0,12.985857982950561,llava-v1.5-7b,proxy_anchor
3.0,12.742400079458157,llava-v1.5-7b,proxy_anchor
4.0,12.345078419124308,llava-v1.5-7b,proxy_anchor
5.0,13.192974375103146,llava-v1.5-7b,proxy_anchor
6.0,12.346340194469485,llava-v1.5-7b,proxy_anchor
7.0,11.903567421027333,llava-v1.5-7b,proxy_anchor
8.0,11.564808458718442,llava-v1.5-7b,proxy_anchor
9.0,11.78134820058355,llava-v1.5-7b,proxy_anchor
10.0,11.223744846329453,llava-v1.5-7b,proxy_anchor
11.0,12.492301206091913,llava-v1.5-7b,proxy_anchor
12.0,12.862728656444041,llava-v1.5-7b,proxy_anchor
13.0,11.804598728553161,llava-v1.5-7b,proxy_anchor
14.0,11.27795521252643,llava-v1.5-7b,proxy_anchor
15.0,10.501600650365653,llava-v1.5-7b,proxy_anchor
16.0,14.085277374151246,llava-v1.5-7b,proxy_anchor
17.0,12.869597901049836,llava-v1.5-7b,proxy_anchor
18.0,11.258936537872275,llava-v1.5-7b,proxy_anchor
19.0,14.741170872999723,llava-v1.5-7b,proxy_anchor
20.0,12.973399870216921,llava-v1.5-7b,proxy_anchor
1.0,1.1314198229830132,qwen2.5-vl-7b,bce
2.0,0.6770328231280208,qwen2.5-vl-7b,bce
3.0,0.4733711791742445,qwen2.5-vl-7b,bce
4.0,0.48824485920666116,qwen2.5-vl-7b,bce
5.0,0.4390301419811775,qwen2.5-vl-7b,bce
6.0,0.4051771515753211,qwen2.5-vl-7b,bce
7.0,0.35667168842353625,qwen2.5-vl-7b,bce
8.0,0.4891164729469701,qwen2.5-vl-7b,bce
9.0,0.37354730398266245,qwen2.5-vl-7b,bce
10.0,0.3507119673594775,qwen2.5-vl-7b,bce
11.0,0.32383393931450066,qwen2.5-vl-7b,bce
12.0,0.30506202944283,qwen2.5-vl-7b,bce
13.0,0.32381908030503825,qwen2.5-vl-7b,bce
14.0,0.300736431767913,qwen2.5-vl-7b,bce
15.0,0.2632489479131356,qwen2.5-vl-7b,bce
16.0,0.3721623844987162,qwen2.5-vl-7b,bce
17.0,0.24940420492469728,qwen2.5-vl-7b,bce
18.0,0.3614440393386665,qwen2.5-vl-7b,bce
19.0,0.4786376068696131,qwen2.5-vl-7b,bce
20.0,0.3466540011958684,qwen2.5-vl-7b,bce
1.0,5.517212036791448,qwen2.5-vl-7b,supcon
2.0,5.511368796699926,qwen2.5-vl-7b,supcon
3.0,5.516882095104311,qwen2.5-vl-7b,supcon
4.0,5.51040043169788,qwen2.5-vl-7b,supcon
5.0,5.507715864695695,qwen2.5-vl-7b,supcon
6.0,5.499531781658129,qwen2.5-vl-7b,supcon
7.0,5.496424820242552,qwen2.5-vl-7b,supcon
8.0,5.518895645900623,qwen2.5-vl-7b,supcon
9.0,5.519218792872496,qwen2.5-vl-7b,supcon
10.0,5.519091678002374,qwen2.5-vl-7b,supcon
11.0,5.515876252231916,qwen2.5-vl-7b,supcon
12.0,5.515111676658072,qwen2.5-vl-7b,supcon
1.0,12.502528886709348,qwen2.5-vl-7b,proxy_anchor
2.0,11.409694981605618,qwen2.5-vl-7b,proxy_anchor
3.0,11.12634352988854,qwen2.5-vl-7b,proxy_anchor
4.0,10.85428351376574,qwen2.5-vl-7b,proxy_anchor
5.0,10.5265457055382,qwen2.5-vl-7b,proxy_anchor
6.0,10.527942494525837,qwen2.5-vl-7b,proxy_anchor
7.0,9.592865602348827,qwen2.5-vl-7b,proxy_anchor
8.0,10.221287042767154,qwen2.5-vl-7b,proxy_anchor
9.0,10.58555647638245,qwen2.5-vl-7b,proxy_anchor
10.0,8.595460969806483,qwen2.5-vl-7b,proxy_anchor
11.0,11.506877590541816,qwen2.5-vl-7b,proxy_anchor
12.0,8.621978798696103,qwen2.5-vl-7b,proxy_anchor
13.0,8.953377055203655,qwen2.5-vl-7b,proxy_anchor
14.0,6.594337506624792,qwen2.5-vl-7b,proxy_anchor
15.0,9.490034823852264,qwen2.5-vl-7b,proxy_anchor
16.0,6.947974898910033,qwen2.5-vl-7b,proxy_anchor
17.0,7.68921162136406,qwen2.5-vl-7b,proxy_anchor
18.0,11.749778568331482,qwen2.5-vl-7b,proxy_anchor
19.0,8.93588229621329,qwen2.5-vl-7b,proxy_anchor
