model_alias,objective,selected_k,selected_on,selection_metric,selection_pr_auc,selection_roc_auc,num_bank_correct,metric_status,dataset_family,split,metric_split,readout,k,bank_size,pr_auc,roc_auc
gemma-3-4b-it,bce,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,32,1438,0.2133629974042727,0.8380784894483524
gemma-3-4b-it,supcon,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,1,1438,0.7164283368975611,0.9408552388004443
gemma-3-4b-it,supcon,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,2,1438,0.6975756204222596,0.9356349500185117
gemma-3-4b-it,supcon,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,4,1438,0.7024526026218895,0.9357460199925953
gemma-3-4b-it,supcon,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,8,1438,0.7372966723375055,0.9414846353202517
gemma-3-4b-it,supcon,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,16,1438,0.7587190415801691,0.9489448352462051
gemma-3-4b-it,supcon,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,32,1438,0.7736087856311055,0.9526656793780082
gemma-3-4b-it,proxy_anchor,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,1,1438,0.5248611629827584,0.9061643835616439
gemma-3-4b-it,proxy_anchor,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,2,1438,0.5027015531713875,0.8999814883376527
gemma-3-4b-it,proxy_anchor,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,4,1438,0.5134632459132265,0.8985005553498704
gemma-3-4b-it,proxy_anchor,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,8,1438,0.5170333969265731,0.894483524620511
gemma-3-4b-it,proxy_anchor,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,16,1438,0.5377038903363178,0.8963717141799334
gemma-3-4b-it,proxy_anchor,,,,,,1438,passed,repope,cal,cal,Diag-kNN-tuned,32,1438,0.563356068851326,0.9037948907811921
molmo-7b-d-0924,bce,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,1,1513,0.247142434468329,0.9302922455684074
molmo-7b-d-0924,bce,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,2,1513,0.24994655248477815,0.9302922455684074
molmo-7b-d-0924,bce,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,4,1513,0.2578806722728329,0.9338854287865307
molmo-7b-d-0924,bce,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,8,1513,0.26546735937081345,0.9369995209089043
molmo-7b-d-0924,bce,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,16,1513,0.2801696207396787,0.9397714051057423
molmo-7b-d-0924,bce,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,32,1513,0.28071936303755246,0.9402162754089385
molmo-7b-d-0924,supcon,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,1,1513,0.12028916261349801,0.7530627609335432
molmo-7b-d-0924,supcon,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,2,1513,0.12821798805882548,0.776332899869961
molmo-7b-d-0924,supcon,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,4,1513,0.13221738641990383,0.7907740743275614
molmo-7b-d-0924,supcon,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,8,1513,0.13822506402680235,0.8105194716309629
molmo-7b-d-0924,supcon,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,16,1513,0.1419613310111625,0.8320785709397029
molmo-7b-d-0924,supcon,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,32,1513,0.149123623643903,0.8510026692218191
molmo-7b-d-0924,proxy_anchor,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,1,1513,0.32907806575718646,0.9301211416056396
molmo-7b-d-0924,proxy_anchor,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,2,1513,0.35194538422390353,0.9321401683662994
molmo-7b-d-0924,proxy_anchor,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,4,1513,0.34415824305309434,0.9305317911162823
molmo-7b-d-0924,proxy_anchor,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,8,1513,0.3406259203730333,0.9301211416056396
molmo-7b-d-0924,proxy_anchor,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,16,1513,0.3666375321549615,0.9307713366641571
molmo-7b-d-0924,proxy_anchor,,,,,,1513,passed,repope,cal,cal,Diag-kNN-tuned,32,1513,0.40487542366087004,0.9358360139620834
minicpm-v-4_5,bce,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,1,1530,0.22280291555346796,0.9559932088285229
minicpm-v-4_5,bce,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,2,1530,0.2554108355796687,0.9598641765704583
minicpm-v-4_5,bce,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,4,1530,0.3417796437559115,0.9614940577249576
minicpm-v-4_5,bce,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,8,1530,0.3049776678401257,0.9573514431239389
minicpm-v-4_5,bce,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,16,1530,0.2967490807232202,0.9564006791171478
minicpm-v-4_5,bce,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,32,1530,0.29682080501582525,0.9576910016977929
minicpm-v-4_5,supcon,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,1,1530,0.2320125190299401,0.8757215619694396
minicpm-v-4_5,supcon,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,2,1530,0.23824273066901208,0.9001018675721562
minicpm-v-4_5,supcon,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,4,1530,0.240436609822173,0.9073005093378608
minicpm-v-4_5,supcon,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,8,1530,0.2893652906872801,0.9276061120543293
minicpm-v-4_5,supcon,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,16,1530,0.2821843793803726,0.9355517826825127
minicpm-v-4_5,supcon,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,32,1530,0.2698233636458422,0.9430899830220714
minicpm-v-4_5,proxy_anchor,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,1,1530,0.43835524973251344,0.9629881154499151
minicpm-v-4_5,proxy_anchor,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,2,1530,0.44830323859922305,0.9680135823429541
minicpm-v-4_5,proxy_anchor,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,4,1530,0.44027160316224573,0.9680135823429542
minicpm-v-4_5,proxy_anchor,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,8,1530,0.4593708981167653,0.9699830220713073
minicpm-v-4_5,proxy_anchor,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,16,1530,0.501236745255241,0.973106960950764
minicpm-v-4_5,proxy_anchor,,,,,,1530,passed,repope,cal,cal,Diag-kNN-tuned,32,1530,0.4193958581507668,0.9756876061120543
llava-v1.5-7b,bce,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,1,1461,0.21342727901188638,0.8883449696386059
llava-v1.5-7b,bce,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,2,1461,0.20881302961961895,0.8854827060428536
llava-v1.5-7b,bce,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,4,1461,0.20862484514122276,0.885589706551106
llava-v1.5-7b,bce,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,8,1461,0.2083634934850528,0.8856967070593585
llava-v1.5-7b,bce,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,16,1461,0.2058556749136869,0.8837439477837519
llava-v1.5-7b,bce,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,32,1461,0.20848917290831848,0.885295455153412
llava-v1.5-7b,supcon,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,1,1461,0.17804791131782147,0.6473263248000427
llava-v1.5-7b,supcon,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,2,1461,0.1935935869238673,0.6430730545970094
llava-v1.5-7b,supcon,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,4,1461,0.2052066111353656,0.6414680469732231
llava-v1.5-7b,supcon,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,8,1461,0.20550417630887466,0.6627343979883904
llava-v1.5-7b,supcon,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,16,1461,0.15603676954941886,0.6580263756252842
llava-v1.5-7b,supcon,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,32,1461,0.1571930356766682,0.6673086697161811
llava-v1.5-7b,proxy_anchor,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,1,1461,0.06310425659412665,0.5181499612123157
llava-v1.5-7b,proxy_anchor,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,2,1461,0.05863371727619575,0.4866650616590429
llava-v1.5-7b,proxy_anchor,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,4,1461,0.05771561048751543,0.48142203675467454
llava-v1.5-7b,proxy_anchor,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,8,1461,0.06582205973895533,0.5109274269052777
llava-v1.5-7b,proxy_anchor,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,16,1461,0.14150258330830057,0.5071556589893802
llava-v1.5-7b,proxy_anchor,,,,,,1461,passed,repope,cal,cal,Diag-kNN-tuned,32,1461,0.16903043566432496,0.529064013054062
qwen2.5-vl-7b,bce,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,1,1531,0.1048564846267443,0.9163686173046193
qwen2.5-vl-7b,bce,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,2,1531,0.10321033686059711,0.9146183699870635
qwen2.5-vl-7b,bce,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,4,1531,0.10447028099056282,0.9148466631154402
qwen2.5-vl-7b,bce,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,8,1531,0.09825681400818366,0.9094437257438552
qwen2.5-vl-7b,bce,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,16,1531,0.104103718134604,0.9157598356289476
qwen2.5-vl-7b,bce,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,32,1531,0.11543917012907758,0.9255003424396926
qwen2.5-vl-7b,supcon,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,1,1531,0.47460720762923214,0.8730690206224793
qwen2.5-vl-7b,supcon,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,2,1531,0.46890622503226015,0.8534358115820714
qwen2.5-vl-7b,supcon,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,4,1531,0.5912556265527892,0.8701012099535803
qwen2.5-vl-7b,supcon,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,8,1531,0.6836193601835898,0.8760368312913782
qwen2.5-vl-7b,supcon,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,16,1531,0.6282906606466608,0.8837987976561905
qwen2.5-vl-7b,supcon,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,32,1531,0.6110582644093169,0.911041777642493
qwen2.5-vl-7b,proxy_anchor,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,1,1531,0.6523886221580306,0.9725287268853208
qwen2.5-vl-7b,proxy_anchor,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,2,1531,0.621502554197157,0.9690282322502093
qwen2.5-vl-7b,proxy_anchor,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,4,1531,0.6071900707310709,0.973517997108287
qwen2.5-vl-7b,proxy_anchor,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,8,1531,0.5968317715570622,0.9717677497907313
qwen2.5-vl-7b,proxy_anchor,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,16,1531,0.6284325420357962,0.9718438475001903
qwen2.5-vl-7b,proxy_anchor,,,,,,1531,passed,repope,cal,cal,Diag-kNN-tuned,32,1531,0.6713923699748021,0.9633209040407884
