model,benchmark,protocol,bank_scope,variant,report_path,random_state,accuracy,precision,recall,f1,roc_auc,pr_auc,tpr_at_fpr_0.01,false_positive_rate
InternVL3.5-8B,RePOPE,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9143333333333332,0.6966292134831461,0.2123287671232876,0.3254593175853018,0.8918931223568928,0.5071775552600606,0.2226027397260274,0.009970457902511
InternVL3.5-8B,RePOPE,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9113333333333332,0.6413043478260869,0.2020547945205479,0.3072916666666667,0.887122882984966,0.4936145035241953,0.1917808219178082,0.0121861152141802
InternVL3.5-8B,RePOPE,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9113333333333332,0.6477272727272727,0.1952054794520548,0.3,0.890116296715971,0.4950291969966045,0.1815068493150685,0.0114475627769571
InternVL3.5-8B,RePOPE,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9116666666666666,0.651685393258427,0.1986301369863013,0.3044619422572178,0.8904615446874811,0.5019967406119777,0.1883561643835616,0.0114475627769571
InternVL3.5-8B,RePOPE,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.911,0.6404494382022472,0.1952054794520548,0.2992125984251969,0.888785890613302,0.4936329427543916,0.1883561643835616,0.0118168389955686
InternVL3.5-8B,RePOPE,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9083333333333332,0.6666666666666666,0.1164383561643835,0.1982507288629737,0.880381062706137,0.439214569011116,0.1575342465753424,0.0062776957163958
InternVL3.5-8B,RePOPE,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9083333333333332,0.673469387755102,0.1130136986301369,0.1935483870967742,0.878135053924445,0.4392431006855118,0.1780821917808219,0.0059084194977843
InternVL3.5-8B,RePOPE,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9063333333333332,0.6170212765957447,0.0993150684931506,0.1710914454277286,0.8783323384795937,0.4299643846939173,0.1575342465753424,0.0066469719350073
InternVL3.5-8B,RePOPE,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9073333333333332,0.6458333333333334,0.1061643835616438,0.1823529411764705,0.8799485542583112,0.4431151344422325,0.1643835616438356,0.0062776957163958
InternVL3.5-8B,RePOPE,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.906,0.6086956521739131,0.0958904109589041,0.165680473372781,0.8789937475971754,0.4296542454878007,0.1541095890410959,0.0066469719350073
InternVL3.5-8B,RePOPE,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9086666666666666,0.6216216216216216,0.1575342465753424,0.2513661202185792,0.8480226017280104,0.4133244527109172,0.1472602739726027,0.0103397341211226
InternVL3.5-8B,RePOPE,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9046666666666666,0.5428571428571428,0.1301369863013698,0.2099447513812154,0.8465733190344185,0.4129846225257294,0.1198630136986301,0.0118168389955686
InternVL3.5-8B,RePOPE,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9043333333333332,0.5308641975308642,0.1472602739726027,0.2305630026809651,0.8427591509682119,0.4011594728602589,0.1232876712328767,0.0140324963072378
InternVL3.5-8B,RePOPE,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.907,0.5802469135802469,0.160958904109589,0.2520107238605898,0.8442514315776695,0.396987304586344,0.136986301369863,0.0125553914327917
InternVL3.5-8B,RePOPE,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.906,0.5694444444444444,0.1404109589041096,0.2252747252747252,0.8404132352643613,0.3926236820200426,0.1404109589041096,0.0114475627769571
InternVL3.5-8B,RePOPE,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9026666666666666,0.5,0.6746575342465754,0.5743440233236151,0.8917843629226441,0.5545138645123476,0.2465753424657534,0.0727474150664697
InternVL3.5-8B,RePOPE,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9056666666666666,0.5119363395225465,0.660958904109589,0.5769805680119582,0.8920385564840857,0.5517935858393082,0.2260273972602739,0.0679468242245199
InternVL3.5-8B,RePOPE,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9013333333333332,0.4945652173913043,0.6232876712328768,0.5515151515151515,0.8924875053115072,0.5636695597520103,0.2979452054794521,0.0686853766617429
InternVL3.5-8B,RePOPE,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.909,0.5258855585831063,0.660958904109589,0.5857359635811836,0.8996719511948362,0.5775362314020619,0.2431506849315068,0.0642540620384047
InternVL3.5-8B,RePOPE,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.9023333333333332,0.4986149584487535,0.6164383561643836,0.5513016845329249,0.8942833006211934,0.5393189055900697,0.2294520547945205,0.0668389955686853
InternVL3.5-8B,RePOPE,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9026666666666666,0.0,0.0,0.0,0.5591101201918213,0.0998290644604611,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9026666666666666,0.0,0.0,0.0,0.5733651939458935,0.1014974425276821,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9026666666666666,0.0,0.0,0.0,0.5708997693288279,0.1012343404273705,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9026666666666666,0.0,0.0,0.0,0.564869943950952,0.100602000239873,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.9026666666666666,0.0,0.0,0.0,0.5681327269784099,0.1008450961967363,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9026666666666666,0.0,0.0,0.0,0.5490365937556909,0.0989684566523811,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9026666666666666,0.0,0.0,0.0,0.5378647234981081,0.0950445439245856,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9026666666666666,0.0,0.0,0.0,0.5497637643916554,0.0971909129435519,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9026666666666666,0.0,0.0,0.0,0.5474911980736934,0.0983266368859052,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.9026666666666666,0.0,0.0,0.0,0.53396455960017,0.0950057230480983,0.0,0.0
InternVL3.5-8B,RePOPE,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.8976666666666666,0.3972602739726027,0.0993150684931506,0.1589041095890411,0.8243022955828494,0.3111133506891498,0.0684931506849315,0.0162481536189069
InternVL3.5-8B,RePOPE,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.898,0.4054054054054054,0.1027397260273972,0.1639344262295081,0.8114161995912668,0.305990201323277,0.0616438356164383,0.0162481536189069
InternVL3.5-8B,RePOPE,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.8976666666666666,0.4,0.1027397260273972,0.1634877384196185,0.7895062321685113,0.3060297991693064,0.0684931506849315,0.0166174298375184
InternVL3.5-8B,RePOPE,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.8976666666666666,0.3972602739726027,0.0993150684931506,0.1589041095890411,0.8281948716132819,0.3118443539765489,0.0684931506849315,0.0162481536189069
InternVL3.5-8B,RePOPE,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.897,0.3835616438356164,0.0958904109589041,0.1534246575342465,0.8133397240039659,0.3025871505378206,0.0684931506849315,0.0166174298375184
InternVL3.5-8B,RePOPE,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9066666666666666,0.6666666666666666,0.0821917808219178,0.1463414634146341,0.8753351308148358,0.4395833039532414,0.1712328767123287,0.0044313146233382
InternVL3.5-8B,RePOPE,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9066666666666666,0.6666666666666666,0.0821917808219178,0.1463414634146341,0.8729234535926024,0.4296118605667156,0.1712328767123287,0.0044313146233382
InternVL3.5-8B,RePOPE,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9056666666666666,0.6285714285714286,0.0753424657534246,0.1345565749235474,0.8737012100119383,0.426733645664416,0.1472602739726027,0.0048005908419497
InternVL3.5-8B,RePOPE,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9063333333333332,0.6774193548387096,0.071917808219178,0.1300309597523219,0.875534944659153,0.4415919056379254,0.184931506849315,0.0036927621861152
InternVL3.5-8B,RePOPE,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.9056666666666666,0.6451612903225806,0.0684931506849315,0.1238390092879257,0.8737290321927926,0.4255748732853939,0.1472602739726027,0.0040620384047267
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9096666666666666,0.6363636363636364,0.1678082191780822,0.2655826558265582,0.8865107950061715,0.4778874773220711,0.1678082191780822,0.0103397341211226
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.911,0.6582278481012658,0.1780821917808219,0.2803234501347709,0.8823425264563648,0.4652743066341497,0.1815068493150685,0.009970457902511
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9103333333333332,0.6419753086419753,0.1780821917808219,0.2788203753351206,0.8850678355355011,0.4677754150453922,0.1678082191780822,0.0107090103397341
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9106666666666666,0.65,0.1780821917808219,0.2795698924731182,0.8842205236640295,0.4704980365117116,0.1780821917808219,0.0103397341211226
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.909,0.6172839506172839,0.1712328767123287,0.2680965147453083,0.8842559337123895,0.4665877520104637,0.1678082191780822,0.0114475627769571
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_full_curve,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,13,0.9143333333333332,0.6966292134831461,0.2123287671232876,0.3254593175853018,0.8918931223568928,0.5071775552600606,0.2226027397260274,0.009970457902511
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_full_curve,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,17,0.9113333333333332,0.6413043478260869,0.2020547945205479,0.3072916666666667,0.887122882984966,0.4936145035241953,0.1917808219178082,0.0121861152141802
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_full_curve,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,19,0.9113333333333332,0.6477272727272727,0.1952054794520548,0.3,0.890116296715971,0.4950291969966045,0.1815068493150685,0.0114475627769571
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_full_curve,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,23,0.9116666666666666,0.651685393258427,0.1986301369863013,0.3044619422572178,0.8904615446874811,0.5019967406119777,0.1883561643835616,0.0114475627769571
InternVL3.5-8B,RePOPE,image_grouped,object,raw_plus_calibrated_full_curve,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-internvl3.5-8b-repope,29,0.911,0.6404494382022472,0.1952054794520548,0.2992125984251969,0.888785890613302,0.4936329427543916,0.1883561643835616,0.0118168389955686
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.8327773841275521,0.1835344425352618,0.0939597315436241,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.83027502418791,0.185380104268167,0.0536912751677852,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.8336672167307362,0.2027183243498584,0.1006711409395973,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.824580566338433,0.1827244245936138,0.087248322147651,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,full,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.8284223832918627,0.1882113952163635,0.1006711409395973,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.804980708523325,0.1485032894310102,0.0402684563758389,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.8033352244237862,0.145513387636848,0.0335570469798657,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.8052325923554434,0.153593865673824,0.0536912751677852,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.7953596877582103,0.1432840978517821,0.0402684563758389,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,drift_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.8040743975386007,0.1508062341535344,0.046979865771812,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.6985750908076526,0.0947500168774513,0.0335570469798657,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.6829112121262056,0.0862274494847439,0.0268456375838926,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.7002817803243416,0.0928829028933364,0.0268456375838926,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.6791847438435589,0.0851926799351378,0.0201342281879194,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,no_manifold,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.6925228166732973,0.090762205966966,0.0201342281879194,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9366666666666666,0.3385826771653543,0.2885906040268456,0.3115942028985507,0.7933093062836777,0.2638330029605202,0.1543624161073825,0.0294633461943177
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9346666666666666,0.312,0.261744966442953,0.2846715328467153,0.7846063667758163,0.2171062377831322,0.1208053691275167,0.0301648544370396
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9373333333333334,0.3333333333333333,0.261744966442953,0.2932330827067669,0.790507981421802,0.2320554983901378,0.1208053691275167,0.0273588214661522
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9343333333333332,0.293103448275862,0.2281879194630872,0.2566037735849056,0.7675488878269487,0.2088994999215987,0.1073825503355704,0.0287618379515959
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,linear_probe,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9363333333333334,0.3306451612903225,0.2751677852348993,0.3003663003663003,0.802447745875108,0.2329471499804228,0.1140939597315436,0.0291125920729568
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.6134666042057537,0.0579380768991726,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.6115268632929926,0.0578120265619712,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.6103168792770227,0.0577568007728853,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.6132971122813377,0.0578825333552989,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_p_yes,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.6103239414405401,0.0578259852684906,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.6061384325292668,0.0571339549087727,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.6061502028017957,0.0571500344455831,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.6055687513388686,0.0572169474343688,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.6056205405379956,0.0571300186243275,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_logit_margin,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.6082029383308342,0.0576611504213558,0.0,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.8269181424626705,0.1763097700384175,0.0671140939597315,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.8248253880070339,0.1734368527977567,0.0536912751677852,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.8224760416102674,0.1693165527193917,0.0335570469798657,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.8240650284016676,0.1745490231135061,0.0335570469798657,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,output_chosen_answer_confidence,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.8261107017671888,0.1775202251002695,0.0536912751677852,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.8037872028888957,0.1400931157917892,0.0402684563758389,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.8021558431163917,0.1384749058759008,0.0201342281879194,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.8047429490182416,0.1438538111329286,0.0335570469798657,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.7944863335365666,0.1336953791483062,0.0201342281879194,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_curve_only,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,29,0.9503333333333334,0.0,0.0,0.0,0.8026054675269951,0.1424175786073138,0.046979865771812,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,13,0.9503333333333334,0.0,0.0,0.0,0.8076313738968313,0.1534936985121083,0.0536912751677852,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,17,0.9503333333333334,0.0,0.0,0.0,0.810178460872083,0.150483934034566,0.046979865771812,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,19,0.9503333333333334,0.0,0.0,0.0,0.8120004990595552,0.1607332427630357,0.046979865771812,0.0
LLaVA-OneVision-7B,POPE adversarial,image_grouped,object,raw_plus_calibrated_simple,/home/team/zhanghaonan/mind/outputs/decisive_round_2026_04/reports/round2-llava-onevision-7b-adversarial,23,0.9503333333333334,0.0,0.0,0.0,0.8003408670924366,0.1440088443873259,0.0268456375838926,0.0
