model_alias,model_name,dataset_family,encoder_family,objective,method,readout,support_family,method_role,eval_split,metric_split,eval_scope,negative_budget_ratio,negative_budget_seed,selected_k,selected_K,selected_rho,selected_C,metric_status,failure_reason,pr_auc,pr_auc_ci_low,pr_auc_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,tpr_at_1pct_fpr,fpr_at_95pct_tpr,num_test,num_test_correct,num_test_hard_hallucination,num_bank_correct,training_dataset_family,num_encoder_train_correct,num_encoder_train_hard_hallucination_available,num_encoder_train_hard_hallucination_used,num_encoder_train,num_encoder_train_hard_hallucination,num_excluded_false_negative,num_excluded_parsed_none
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,radius_ball,StageC-radius_ball,radius_ball,support_estimator,test,test,pooled,0.5,20260506,,,0.015126563937934564,,passed,,0.581899269697228,0.5056966988487829,0.6598744197829073,0.9215007359828716,0.9036935235671206,0.9387487258823793,0.5097983266204957,0.0,0.272911051212938,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,logistic,StageC-logistic,supervised_comparator,supervised_comparator,test,test,pooled,0.5,20260506,,,,0.1,passed,,0.6659987099566298,0.5788385097546155,0.7454378882171174,0.9638078033300834,0.9545351610582569,0.9722103916137232,0.6692114231286025,0.2624113475177305,0.12331536388140162,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,single_vmf,StageC-single_vmf,single_vmf,support_estimator,test,test,pooled,0.5,20260507,,,,,passed,,0.5892663403602666,0.508786155544538,0.6743382613662912,0.9520464147120109,0.9396088242296402,0.9634538771758792,0.5930518799331725,0.1773049645390071,0.1320754716981132,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,mixture_vmf,StageC-mixture_vmf,mixture_vmf,support_estimator,test,test,pooled,0.5,20260507,,2,,,passed,,0.045911189067927044,0.03838266979348608,0.05385799239186885,0.04829290206648697,0.03701726498612049,0.060544104275845,0.04653757931413392,0.0,0.9939353099730458,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,knn,StageC-knn,knn,support_estimator,test,test,pooled,0.5,20260507,32,,,,passed,,0.578431905902774,0.4974954417342215,0.6636137359029939,0.9498862571925599,0.9373377188773357,0.9615398517984769,0.582310608314667,0.15602836879432624,0.17318059299191374,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,radius_ball,StageC-radius_ball,radius_ball,support_estimator,test,test,pooled,0.5,20260507,,,0.01814310545981271,,passed,,0.566141251096681,0.4922271856917109,0.6367934778618525,0.9284280552847394,0.9113817570128553,0.9439706379528515,0.45966866795539674,0.0,0.24932614555256064,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,logistic,StageC-logistic,supervised_comparator,supervised_comparator,test,test,pooled,0.5,20260507,,,,0.1,passed,,0.6110684395755769,0.5314981149413174,0.6937224933452443,0.9564336372847011,0.9452307006653934,0.9666227874818453,0.6147779428111383,0.2127659574468085,0.12264150943396226,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,single_vmf,StageC-single_vmf,single_vmf,support_estimator,test,test,pooled,0.5,20260508,,,,,passed,,0.5670664513861955,0.48254252650675394,0.6469631789690959,0.9447057024335226,0.9300399777730384,0.9577952877820928,0.5715165396529077,0.1773049645390071,0.19204851752021562,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,mixture_vmf,StageC-mixture_vmf,mixture_vmf,support_estimator,test,test,pooled,0.5,20260508,,4,,,passed,,0.5670664513861955,0.48254252650675394,0.6469631789690959,0.9447057024335226,0.9300399777730384,0.9577952877820928,0.5715165396529077,0.1773049645390071,0.19204851752021562,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,knn,StageC-knn,knn,support_estimator,test,test,pooled,0.5,20260508,32,,,,passed,,0.5379499850844944,0.4517141779964571,0.618466112195819,0.9368536254325094,0.922849463852601,0.9491275828949979,0.5424322625609638,0.1773049645390071,0.2082210242587601,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,radius_ball,StageC-radius_ball,radius_ball,support_estimator,test,test,pooled,0.5,20260508,,,0.017936525230252572,,passed,,0.507044852734342,0.4390449193200103,0.5738886814760151,0.9223060159431095,0.9067929061764263,0.9367439466470469,0.4117970477729588,0.0,0.23517520215633422,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
internvl3.5-8b,internvl3.5-8b,repope,Sphere-Traj-LSTM,proxy_anchor,logistic,StageC-logistic,supervised_comparator,supervised_comparator,test,test,pooled,0.5,20260508,,,,0.1,passed,,0.5794739609162158,0.4974976008130675,0.6566897201031568,0.9537191030567185,0.9432274828190037,0.9631447106245455,0.5610456913166277,0.1773049645390071,0.14285714285714285,1625,1484,141,1496,repope,3689,352,176,3865,176,15,0
minicpm-v-2_6,minicpm-v-2_6,repope,Sphere-Traj-LSTM,proxy_anchor,single_vmf,StageC-single_vmf,single_vmf,support_estimator,test,test,pooled,0.5,20260506,,,,,passed,,0.23649702285904695,0.07008264204195375,0.421519610050307,0.8448778167548605,0.7379244541507751,0.9330475526509548,0.24687322751768587,0.18181818181818182,0.7076520601700458,1551,1529,22,1529,repope,3776,80,40,3816,40,89,0
