name,status,failure_reason,quick_run,device,wavelet,level,threshold,sequence_model,learning_rate,max_epochs,patience,batch_size,feature_shape,train_shape,validation_shape,test_shape,train_samples,val_samples,test_samples,train_pos,val_pos,test_pos,pr_auc,average_precision,roc_auc,test_f1,test_precision,test_recall,balanced_accuracy,tpr_at_1pct_fpr,fpr_at_95pct_tpr,best_val_threshold,threshold_selection_reason,best_epoch,best_validation_pr_auc,epochs_ran,early_stopped,converged,max_epoch_reached,feature_seconds,train_eval_seconds,total_seconds
F_spatial_dwt_db2_l2_universal_soft_stat28_sequence_lstm_projected,success,,False,cuda:0,db2,2,universal_soft,lstm_projected,0.001,200,20,32,7986x36x28,4795x36x28,1579x36x28,1612x36x28,4795,1579,1612,192,48,38,0.04719618322357945,0.05066977945356195,0.7567461378987494,0.0,0.0,0.0,0.4837992376111817,0.0,0.8189326556543838,0.5048006176948547,,9,0.08365531604762047,29,True,True,False,365.9570488880854,18.84054692601785,384.8995505310595
