rank_name,config_name,method_family,model_name,dataset_name,subset_scope,train_samples,val_samples,test_samples,train_pos,val_pos,test_pos,feature_shape,classifier,wavelet,wavelet_level,transform,feature_seconds,train_eval_seconds,total_seconds,pr_auc,average_precision,roc_auc,best_val_threshold,test_f1,test_precision,test_recall,balanced_accuracy,tpr_at_1pct_fpr,fpr_at_95pct_tpr,status,failure_reason
best_teacher_bagua,teacher_bagua_haar_l1_lstm,teacher_bagua,qwen3-vl-8b,repope,"popular,random,adversarial",4795,1579,1612,192,48,38,7986x9x114688,lstm,haar,1,,715.9063899221364,224.34840798890218,940.2566479649395,0.02911711167836548,0.03184973545929547,0.5909349294455962,0.4455353021621704,0.04977079240340537,0.02552048354600403,1.0,0.5390724269377383,0.02631578947368421,0.8030495552731893,success,
best_ours_wavelet,ours_db2_swt_l2_logreg,ours_wavelet,qwen3-vl-8b,repope,"popular,random,adversarial",4795,1579,1612,192,48,38,7986x174,logreg,db2,2,swt,57.40194187615998,3.217387185897678,60.61934060114436,0.39757361369212124,0.41438063362046135,0.968668494616465,0.9296300411224365,0.4634146341463415,0.4318181818181818,0.5,0.7420584498094027,0.3684210526315789,0.08831003811944091,success,
best_baseline,final_hidden_logreg,mind_baseline,qwen3-vl-8b,repope,"popular,random,adversarial",4795,1579,1612,192,48,38,7986x4096,logreg,,,final_hidden_logreg,5.695526979863644,4.963882399024442,10.65941341011785,0.5414553636477906,0.5504009695543886,0.9628335451080051,0.8875237703323364,0.5,0.45652173913043476,0.5526315789473685,0.768374239283087,0.4473684210526316,0.14294790343074967,success,
overall_best,final_hidden_logreg,mind_baseline,qwen3-vl-8b,repope,"popular,random,adversarial",4795,1579,1612,192,48,38,7986x4096,logreg,,,final_hidden_logreg,5.695526979863644,4.963882399024442,10.65941341011785,0.5414553636477906,0.5504009695543886,0.9628335451080051,0.8875237703323364,0.5,0.45652173913043476,0.5526315789473685,0.768374239283087,0.4473684210526316,0.14294790343074967,success,
