model_name,dataset_name,subset_scope,seed,quick_run,baseline_name,method_family,source,representation,readout,classifier,status,failure_reason,feature_shape,train_samples,validation_samples,test_samples,train_pos,validation_pos,test_pos,best_val_threshold,test_pr_auc,test_average_precision,test_roc_auc,test_f1,test_precision,test_recall,test_balanced_accuracy,test_tpr_at_1pct_fpr,test_fpr_at_95pct_tpr,best_epoch,early_stopped,converged,selected_probe,halp_layer_indices,num_halp_candidates,selection_metric,feature_seconds,train_eval_seconds,total_seconds
qwen3-vl-8b,repope,"popular,random,adversarial",20260506,False,halp_official_mlp,halp_official,halp_official,official_halp_probe_family,halp_probe,halp_mlp,success,,7986x4096,4795,1579,1612,192,48,38,0.38470152020454407,0.5417675144312917,0.559305890151955,0.9829465659065071,0.5420560747663551,0.42028985507246375,0.7631578947368421,0.8688724670634655,0.6052631578947368,0.05844980940279543,,,,query_token_layer_27,"0,9,18,27,35",11,validation_roc_auc_then_pr_auc,319.3429637530353,1.6480930079706013,320.99105766182765
qwen3-vl-8b,repope,"popular,random,adversarial",20260506,False,halp_official_row_protocol,halp_official,halp_official_legacy_row_protocol,official_halp_probe_family,halp_probe,halp_mlp,success,,7986x4096,6388,0,1598,222,0,56,0.5,0.8864677416507504,0.8871754003294727,0.9887437465258476,0.8,0.9743589743589743,0.6785714285714286,0.8389614600704095,0.8214285714285714,0.09792477302204929,,,,query_token_layer_35,"0,9,18,27,35",11,eval_roc_auc_then_pr_auc,385.7461371391546,0.061074641766026616,385.80721305008046
qwen3-vl-8b,repope,"popular,random,adversarial",20260506,False,linear_probe_final_hidden_logreg,linear_probe,linear_probe,final_hidden,logreg,logreg,success,,7986x4096,4795,1579,1612,192,48,38,0.8774222135543823,0.5527121845737145,0.561762991495285,0.9596402059787335,0.5652173913043478,0.48148148148148145,0.6842105263157895,0.8332107269444259,0.5,0.16518424396442186,,,,,,,,4.814431611914188,6.343970780959353,11.158406167058274
qwen3-vl-8b,repope,"popular,random,adversarial",20260506,False,linear_probe_mean_layer_hidden_logreg,linear_probe,linear_probe,mean_layer_hidden,logreg,logreg,success,,7986x4096,4795,1579,1612,192,48,38,0.8729825019836426,0.5061752220923877,0.5218574449930059,0.9582692436300408,0.5647058823529412,0.5106382978723404,0.631578947368421,0.808483247508861,0.5,0.1531130876747141,,,,,,,,4.264577951049432,4.5076111741364,8.772192837903276
